年,一级品类,二级品类,三级品类,品牌,商品名,商品ID,销量(件),销售额(元),均价(元)
2019,彩妆香水,面部彩妆,粉底液,芮谜 Rimmel,Rimmel芮谜倍久无瑕粉底液30ml持久不易脱色遮瑕控油保湿不脱妆膏,551115415609,10846,1019524,94
2019,彩妆香水,面部彩妆,粉底液,珀莱雅 Proya,PROYA/珀莱雅珀莱雅印彩巴哈粉底液持久遮瑕裸妆无瑕水润保湿直播,577563189337,12456,1000504,80.3
2019,彩妆香水,面部彩妆,粉底液,屈臣氏 Watsons,【屈臣氏】骨胶原矿物柔光水粉乳 保湿裸妆粉底液 新包装,526941552725,12820,999294,77.9
2019,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,阿玛尼大师造型粉底乳霜 干皮保湿遮瑕提亮肤色 滋润不脱妆,562073427545,1041,988950,950
2019,彩妆香水,面部彩妆,粉底液,玛丽黛佳 Marie Dalgar,【双11预售】大牌美妆玛丽黛佳小蘑菇粉底液气垫保湿遮瑕持久裸妆,603203826472,5805,981045,169
2019,彩妆香水,面部彩妆,粉底液,潮盛雅22 Ver.22 Chosungah,chosungah/潮盛雅22蜂蜜滋养精华扭一扭粉底液保湿遮瑕裸妆亮颜霜,567641823534,3424,973299,284.3
2019,彩妆香水,面部彩妆,粉底液,悦诗风吟 Innisfree,innisfree/悦诗风吟控油提亮气垫粉凝霜控油气垫粉饼轻盈贴肤水润,552930365336,6141,970278,158
2019,彩妆香水,面部彩妆,粉底液,玛丽黛佳 Marie Dalgar,玛丽黛佳小蘑菇头气垫粉底液遮瑕强红参精华BB提亮持久旗舰店正品,547722049808,6472,967768,149.5
2019,彩妆香水,面部彩妆,粉底液,红地球 Red Earth,red earth红地球粉底液草本粉底液养肤女学生遮瑕轻薄裸妆无妆感,598381280687,8209,962050,117.2
2019,彩妆香水,面部彩妆,粉底液,Physicians Formula,physiciansformula pf元气舒缓健康粉底液 30ml,602824788697,7330,959610,130.9
2019,彩妆香水,面部彩妆,粉底液,玛丽黛佳 Marie Dalgar,玛丽黛佳小蘑菇头气垫粉底液BBCC素颜霜保湿提亮遮瑕强持久正品,549444114526,6352,948248,149.3
2019,彩妆香水,面部彩妆,粉底液,媚点 Media,日本嘉娜宝Media媚点粉底霜完美遮瑕保湿持久奶油肌粉底液防晒,590452922598,12763,946906,74.2
2019,彩妆香水,面部彩妆,粉底液,爱敬 爱纪二十之 Aekyung Age 20's,韩国爱敬气垫 age 20s气垫bb精华水粉霜补水保湿水润遮瑕粉底霜,561051410733,5957,933312,156.7
2019,彩妆香水,面部彩妆,粉底液,妙巴黎 Bourjois,bourjois/妙巴黎果疗美肌粉底液果然水果保湿持久遮瑕法国正品,558345411657,12499,930276,74.4
2019,彩妆香水,面部彩妆,粉底液,蜜丝婷（美诗婷） Mistine,【直营】泰国Mistine24小时不脱妆粉底液25ml*2瓶装 遮瑕控油,577967300136,10069,923973,91.8
2019,彩妆香水,面部彩妆,粉底液,W.Lab,wlab粉底液w.lab女混油皮干皮亲妈水润补水遮瑕控油遮暇w超模dw,588785251747,11337,923518,81.5
2019,彩妆香水,面部彩妆,粉底液,水密码 Wetcode,水密码粉底液保湿水润轻薄持久遮瑕滋润控油裸妆干油皮女学生平价,590386672591,11569,922051,79.7
2019,彩妆香水,面部彩妆,粉底液,悦诗风吟 Innisfree,innisfree/悦诗风吟悦享随心定制粉底液,575043858235,5168,921842,178.4
2019,彩妆香水,面部彩妆,粉底液,雅漾 Avene,雅漾 焕彩遮瑕粉底液30ml遮瑕自然清爽裸妆粉底液霜护肤品女,521214010223,3803,914955,240.6
2019,彩妆香水,面部彩妆,粉底液,苏秘37° Su:m37°,sum37呼吸气垫cc霜 苏秘水漾水感气垫粉底韩国气垫遮瑕防晒保湿备,583388629304,2718,914160,336.3
2019,彩妆香水,面部彩妆,粉底液,滋色 Zeesea,ZEESEA滋色粉底液持久保湿控油轻薄水润防水遮瑕膏裸妆bb霜女学生,583072754485,10621,898188,84.6
2019,彩妆香水,面部彩妆,粉底液,美康粉黛,美康粉黛百花香蜜柔雾粉底乳持久遮瑕控油保湿,600613765462,22525,893228,39.7
2019,彩妆香水,面部彩妆,粉底液,张大奕 Big Eve,BIGEVE张大奕璀璨无暇粉霜保湿清爽控油遮瑕粉底液清透裸妆奶油肌,577603276849,5710,885423,155.1
2019,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,【618预售】欧莱雅彩妆持色哑光粉底液保湿遮瑕裸妆持久不脱妆,577511481969,5998,876611,146.2
2019,彩妆香水,面部彩妆,粉底液,自然堂 Chando,自然堂无瑕持妆冰肌粉底液（滋润型）持久不脱妆轻薄滋润遮瑕保湿,574081229673,7625,870073,114.1
2019,彩妆香水,面部彩妆,粉底液,卡姿兰 Carslan,卡姿兰黑金气垫粉底液bb霜保湿遮瑕持久cc霜女控油底妆不脱妆学生,595826198015,7447,862439,115.8
2019,彩妆香水,面部彩妆,粉底液,W.Lab,wlab粉底液w.lab超模BB霜女保湿遮瑕美白裸妆持久学生平价DW男膏,579215477327,9681,861609,89
2019,彩妆香水,面部彩妆,粉底液,悠宜 Unny Club,韩国unnyclub智能调色粉底液女学生平价保湿遮瑕美白持久裸妆控油,577786293931,13162,858789,65.2
2019,彩妆香水,面部彩妆,粉底液,黎漾 Leoueanr,黎漾虫草滴管粉底液保湿遮瑕干皮亲妈水润24小时持久裸妆女正品,586592805687,12890,846394,65.7
2019,彩妆香水,面部彩妆,粉底液,珂芙缦 Covermark,【专享】Covermark傲丽进口中草药膏粉底霜遮瑕粉底保湿防晒 30g,603267347153,2435,837640,344
2019,彩妆香水,面部彩妆,粉底液,梵贞 Venzen,【预售】梵贞轻薄遮瑕保湿持久控油粉底液-4,604375294825,42681,837498,19.6
2019,彩妆香水,面部彩妆,粉底液,韩思黎 Hansley,粉底液遮瑕保湿干皮遮盖斑点油皮痘肌控油持久养肤持妆素颜神器女,581143710091,11735,834577,71.1
2019,彩妆香水,面部彩妆,粉底液,嘉娜宝 Kanebo,Kanebo/嘉娜宝SENSAI丝光溢彩柔润粉底霜粉底液 持久遮瑕修颜保湿,600399154133,1173,827519,705.5
2019,彩妆香水,面部彩妆,粉底液,小迷糊,小迷糊微醺粉底液VAA小魔瓶持久遮瑕持妆轻薄保湿控油皮独角兽bb,594250503624,9643,824376,85.5
2019,彩妆香水,面部彩妆,粉底液,marcheur,marcheur日本马车养肤粉底液保湿遮瑕自然服帖干油皮25g,593213385840,3363,819037,243.5
2019,彩妆香水,面部彩妆,粉底液,肌肤之钥 Cle de peau beaute,【直营】日本CPB肌肤之钥进口光缎粉底霜粉底液 保湿遮瑕不脱妆,587160359734,1113,817953,734.9
2019,彩妆香水,面部彩妆,粉底液,自然堂 Chando,自然堂雪润净透无瑕瓷肌粉底液  柔焦微哑无瑕轻薄滋润粉底液,573509357234,7256,809673,111.6
2019,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,欧莱雅恒放溢彩持色哑光粉底液提亮肤色正品哑光防汗控油丝滑,558540724081,7877,802480,101.9
2019,彩妆香水,面部彩妆,粉底液,自然堂 Chando,自然堂致润精华小滴管粉底液 精华养肤舒缓滋润饰底遮瑕粉底液,573092375042,5739,800999,139.6
2019,彩妆香水,面部彩妆,粉底液,汤姆福特 Tom Ford,双十一预售 TOM FORD 汤姆福特沁透无痕气垫粉底液 TF黑气垫防晒,592063098620,1849,795070,430
2019,彩妆香水,面部彩妆,粉底液,丝芙兰 Sephora,Sephora/丝芙兰修容持妆不易脱妆粉底液女保湿打底定妆遮瑕,538018770417,5440,793090,145.8
2019,彩妆香水,面部彩妆,粉底液,芭比波朗 Bobbi Brown,BOBBI BROWN芭比波朗肌肤粉底液 保湿遮瑕不脱妆不假面裸妆轻薄,520973658555,1639,786720,480
2019,彩妆香水,面部彩妆,粉底液,PAESE,波兰PAESE派斯粉底液长效持久轻薄控油保湿遮瑕提亮奶油肌裸妆,571282931830,8573,780943,91.1
2019,彩妆香水,面部彩妆,粉底液,KACH,KACH花木兰无瑕气垫粉霜粉底液遮瑕保湿持久控油女学生平价干皮,605302895700,6042,779418,129
2019,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,【正品】阿玛尼纯净持妆粉底液LSUV 持久控油不脱妆 油皮必备,563739971299,1339,776620,580
2019,彩妆香水,面部彩妆,粉底液,韩熙贞 Hexze,韩熙贞粉底液女 隔离保湿遮瑕轻薄哑光控油清透提亮肤色裸妆持久,577934435200,14332,774340,54
2019,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,兰蔻持妆粉底液+气垫CC壳 持久高遮瑕自然妆感 清透水润不卡粉,575061667253,1297,768600,592.6
2019,彩妆香水,面部彩妆,粉底液,魅力派 Wet N Wild,wet n wild湿又野CC遮瑕棒轻薄裸妆提亮肤色瓷白持妆网红粉底棒,586460696134,11115,766972,69
2019,彩妆香水,面部彩妆,粉底液,AMIIR,AMIIR艾米尔粉底液女保湿遮瑕水润控油裸妆持久独角兽BB霜膏正品,574026938452,10438,765490,73.3
2019,彩妆香水,面部彩妆,粉底液,芭比波朗 Bobbi Brown,BOBBI BROWN/芭比波朗清透持妆粉底液 持久遮瑕保湿不脱妆控油,572743242990,1813,761460,420
2019,彩妆香水,面部彩妆,粉底液,凯芙兰 Kafellon,凯芙兰蜗牛原液粉底乳持久遮瑕保湿小金盖粉底液女非bb霜养肤底妆,582515686238,5788,756732,130.7
2019,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,欧莱雅提拉紧肤积雪草精华粉底液女独角兽沁水遮瑕官方旗舰店正品,535643250710,4225,756003,178.9
2019,彩妆香水,面部彩妆,粉底液,Addiction,ADDICTION瘾萃光护肤精华粉底液 妆感轻薄自然 遮瑕持久 上脸服帖,560517218506,2620,755149,288.2
2019,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,兰蔻气垫粉底液水润持久 轻透遮瑕防晒BB霜不卡粉 周冬雨同款,525721839355,1667,750150,450
2019,彩妆香水,面部彩妆,粉底液,ZELENS,ZELENS养肤逆龄光泽粉底液持久保湿轻薄遮瑕干皮亲妈官方正品Age,592207846364,1678,748961,446.3
2019,彩妆香水,面部彩妆,粉底液,露华浓 Revlon,Revlon/露华浓粉底液24小时持久保湿遮瑕美白控油裸妆正品美国膏,43134445863,11693,741284,63.4
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲fitme粉底液遮瑕暇小样控油李佳琦推荐油皮学生平价旗舰店,590578872769,29772,730214,24.5
2019,彩妆香水,面部彩妆,粉底液,娜斯 Nars,【官方正品】NARS 纳斯 亮采持久粉底液控油不易脱妆轻薄无感遮瑕,586806175599,1428,728280,510
2019,彩妆香水,面部彩妆,粉底液,玫珂菲 Make Up For Ever,MAKEUPFOREVER玫珂菲全新清晰无痕粉底棒 遮瑕便携持久水润,558907835741,1829,725340,396.6
2019,彩妆香水,面部彩妆,粉底液,井田 Canmake,CANMAKE/井田棉花糖隔离霜妆前乳保湿控油打底防晒遮瑕底霜学生女,572901852578,10852,718275,66.2
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲fitme粉底液遮瑕保湿持久定制水感控油不脱妆哑光油皮粉底,595751407349,5342,717168,134.3
2019,彩妆香水,面部彩妆,粉底液,黛珂 Cosme Decorte,【直营】日本Cosme Decorte黛珂进口AQ珍萃精颜修护粉霜贵妇粉底,561578771813,559,715616,1280.2
2019,彩妆香水,面部彩妆,粉底液,悦芙媞 Hapsode,悦芙媞粉底液女遮瑕隔离保湿控油持久cc学生平价粉底液不脱妆正品,604096762205,10303,711907,69.1
2019,彩妆香水,面部彩妆,粉底液,L.A.GIRL,L.A. GIRL洛杉矶女孩哑光粉底液遮瑕液la girl控油裸妆持久平价女,585830414196,10410,710526,68.3
2019,彩妆香水,面部彩妆,粉底液,Blank Me,Blank ME 小黑盒 防晒bb霜遮瑕保湿持久裸妆隔离 气垫粉底霜,598920942367,3159,701761,222.1
2019,彩妆香水,面部彩妆,粉底液,泰芮 By Terry,BYTERRY泰芮进口天鹅绒明采无瑕粉底液持久控油保湿遮瑕女35ml,575340720362,1427,701383,491.5
2019,彩妆香水,面部彩妆,粉底液,妙巴黎 Bourjois,妙巴黎果然粉底液果疗女学生平价保湿遮瑕干皮持久官方旗舰店官网,589376573101,10081,700862,69.5
2019,彩妆香水,面部彩妆,粉底液,缇尔泊丽 Charlotte Tilbury,CharlotteTilbury CT轻盈无瑕粉底液 新品遮瑕裸妆持久不脱妆,601083907102,1826,693880,380
2019,彩妆香水,面部彩妆,粉底液,火烈鸟 Flamingo,火烈鸟粉底液膏轻薄裸妆保湿遮瑕BB霜女学生滋润控油持久不易脱妆,577903969288,7324,686197,93.7
2019,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,【正品】阿玛尼大师造型紧颜粉底液高光提亮保湿遮瑕,600683205426,1088,685440,630
2019,彩妆香水,面部彩妆,粉底液,慕斯女孩 Moxie Girlz,粉底液遮瑕保湿持久不脱妆轻薄干皮亲妈水润bb霜女学生平价正品,594264892109,69235,685427,9.9
2019,彩妆香水,面部彩妆,粉底液,爱敬 露娜 Aekyung Luna,【直营】韩国爱敬LUNA露娜进口水分精华气垫BB粉底膏 遮瑕防晒,564325272388,4522,676809,149.7
2019,彩妆香水,面部彩妆,粉底液,卡姿兰 Carslan,卡姿兰粉底液女遮瑕化妆师专用油皮亲妈控油保湿膏大瓶学生正品,572457697503,7151,674629,94.3
2019,彩妆香水,面部彩妆,粉底液,嘉利玛 Galimard,嘉利玛喷雾粉底液干皮保湿控油遮瑕轻薄裸妆持久bb霜膏女正品,581986378271,7229,673002,93.1
2019,彩妆香水,面部彩妆,粉底液,爱敬 爱纪二十之 Aekyung Age 20's,韩国爱敬age20‘s水光精华气垫BB霜粉底膏水粉霜遮瑕独角兽女正品,542858839834,4284,671929,156.8
2019,彩妆香水,面部彩妆,粉底液,three,THREE素肌陶瓷粉底液30ml植物精油保湿遮瑕美白裸妆持久官方正品,572572138103,1632,668303,409.5
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲fitme粉底液小样fit me旅行装遮瑕控油112号色裸官方旗舰店,592536266883,9925,666583,67.2
2019,彩妆香水,面部彩妆,粉底液,Catrice,Catrice德国HD滴管长效遮瑕粉底液霜控油保湿24小时不脱妆cartice,588674038676,10354,665322,64.3
2019,彩妆香水,面部彩妆,粉底液,美康粉黛,美康粉黛粉底液 女学生平价控油持久遮瑕强干皮妆前乳 粉底乳正品,538132235404,22195,664845,30
2019,彩妆香水,面部彩妆,粉底液,魅可 M.a.c,【官方正品】MAC/魅可小奶瓶定制双用粉底液 轻薄保湿遮瑕持久,546717049986,2215,664500,300
2019,彩妆香水,面部彩妆,粉底液,毛戈平 Maogeping,【双12预售】毛戈平故宫IP鎏金焕颜气垫粉底液BB霜遮瑕隔离正品,602757408677,1927,663430,344.3
2019,彩妆香水,面部彩妆,粉底液,倩碧 Clinique,倩碧粉底液 匀净亮采粉底液 隔离遮瑕清爽控油提亮 持久不脱妆,568410465011,2246,662570,295
2019,彩妆香水,面部彩妆,粉底液,瓷妆,瓷妆粉底液精华双管双效控油防水保湿遮瑕强女官方旗舰店官网正品,534548822255,7862,661868,84.2
2019,彩妆香水,面部彩妆,粉底液,火烈鸟 Flamingo,火烈鸟光感漩涡水粉霜网红气垫BB霜保湿遮瑕轻薄裸妆肌水润粉底膏,565970642057,9141,661788,72.4
2019,彩妆香水,面部彩妆,粉底液,智美蜗牛 Rasnat,直播专享 智美焕颜早晚胶囊精华液油早补水晚修护面部精华滋养,593315087308,7874,661437,84
2019,彩妆香水,面部彩妆,粉底液,蜜丝佛陀 Maxfactor,蜜丝佛陀粉嫩持妆粉底液霜 遮瑕保湿持久控油 裸妆不脱妆正品,15246940240,4922,654344,132.9
2019,彩妆香水,面部彩妆,粉底液,Laierl Viche,抖音遮瑕隔离cc棒保湿气垫BB霜提亮肤色防水不脱妆粉底液化妆品女,581252668509,20900,650752,31.1
2019,彩妆香水,面部彩妆,粉底液,纪梵希 Givenchy,【官方正品】纪梵希匀亮皙颜粉底液 匀亮无瑕 自然妆感 轻盈妆效,563529572380,1271,649925,511.3
2019,彩妆香水,面部彩妆,粉底液,欧珀莱 Aupres,AUPRES/欧珀莱轻盈倍润气垫粉底露细腻持妆轻薄透素颜粉底液,546271069345,3850,648520,168.4
2019,彩妆香水,面部彩妆,粉底液,露华浓 Revlon,Revlon/露华浓24小时粉底液不脱色保湿遮瑕持久裸妆30ml控油正品,551298203558,10664,647554,60.7
2019,彩妆香水,面部彩妆,粉底液,稚优泉 Chioture,【送替换装】稚优泉气垫粉底霜 保湿遮瑕裸妆持久粉底膏液底妆,561199767139,8527,644122,75.5
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲fit me粉底液女fitme遮瑕控油保湿裸妆bb官方旗舰店陈立农,566436283611,6463,644108,99.7
2019,彩妆香水,面部彩妆,粉底液,悠宜 Unny Club,UNNY粉底液女保湿遮瑕美白化妆师专用油皮亲妈控油膏大瓶学生霜,584025698084,10903,643277,59
2019,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,【正品】大师造型紧颜粉底液 轻薄服帖保湿滋润 遮瑕立体提亮肤色,562160933467,1018,641340,630
2019,彩妆香水,面部彩妆,粉底液,玫珂菲 Make Up For Ever,MAKEUPFOREVER玫珂菲全新双用水粉霜 保湿裸妆防水防脱妆,545567573736,1641,640340,390.2
2019,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,雅诗兰黛DW持妆清透粉底液 持久不脱妆遮瑕保湿提亮自然 官方正品,573078534658,1632,636480,390
2019,彩妆香水,面部彩妆,粉底液,黛丝蔓,黛丝蔓奶油肌24小时粉底液李佳琦推荐修饰肤色保湿霜遮瑕控油持久,599542004456,5982,635580,106.2
2019,彩妆香水,面部彩妆,粉底液,资生堂 Shiseido,【年货节预售】资生堂随肌应变红气垫粉底液花瓣气垫不挑肤不脱妆,569095888131,1512,635040,420
2019,彩妆香水,面部彩妆,粉底液,爱和纯 Ahc,AHC韩国B5玻尿酸臻致水合遮瑕气垫粉底液持久官方旗舰店送替换装,584708900395,5679,632840,111.4
2019,彩妆香水,面部彩妆,粉底液,毛戈平 Maogeping,毛戈平莹透无痕懒人粉底液 干皮底妆打底裸妆柔滑,36535869081,3219,632331,196.4
2019,彩妆香水,面部彩妆,粉底液,珂莱欧 Clio,CLIO珂莱欧遮瑕粉底液持久bb霜不脱粉雾感妆容化妆师正品女,570490970267,3979,629112,158.1
2019,彩妆香水,面部彩妆,粉底液,欧菲姿 Office,欧菲姿化妆品office正品感光滋养粉底液深色白色裸妆保湿遮瑕持久,18145152136,1704,628359,368.8
2019,彩妆香水,面部彩妆,粉底液,ZFC,ZFC名师系列 润颜无痕粉底液 保湿滋润肌肤 裸妆遮瑕强,525883544349,4394,627082,142.7
2019,彩妆香水,面部彩妆,粉底液,三熹玉 3ce,【官方正品】3CE水润保湿滴管粉底液持久遮瑕控油stylenanda韩国,583397011166,3208,625560,195
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲粉底液fit me柔雾贴合肤色底妆bb哑光隐形毛孔不油腻水润,565042419473,6689,621356,92.9
2019,彩妆香水,面部彩妆,粉底液,圣罗兰 Yves Saint Laurent（ysl）,正品 YSL圣罗兰明彩亮润轻垫粉底液 超模蕾丝气垫透光肌遮瑕,568304480778,1215,619650,510
2019,彩妆香水,面部彩妆,粉底液,欧珀莱 Aupres,AUPRES/欧珀莱轻盈倍润粉底液防晒保湿滋润素颜打底贴合自然女士,35259696414,2479,611650,246.7
2019,彩妆香水,面部彩妆,粉底液,兰瑟 Lansur,兰瑟漫时空小金盒无瑕持妆气垫粉底液霜膏遮瑕女油皮亲妈控油正品,569632295012,2403,609791,253.8
2019,彩妆香水,面部彩妆,粉底液,极密 Skinmatch,SKINMATCH/极密极密雾感气垫粉底液 保湿遮瑕持久 哑光控油底妆,571609820083,2182,608778,279
2019,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,欧莱雅金致臻颜奢养精华粉底液奶油肌玻色因持久不脱妆遮瑕bb霜,605879166016,1449,608580,420
2019,彩妆香水,面部彩妆,粉底液,露华浓 Revlon,Revlon露华浓粉底液24小时不脱色遮瑕持久美白保湿女干皮油皮裸妆,549421028592,10290,608122,59.1
2019,彩妆香水,面部彩妆,粉底液,百植萃 Biophytogenesis,百植萃遮瑕养肤保湿持久不脱妆BB霜服帖奶油肌粉底液敏感痘肌适用,598724561255,3852,607666,157.8
2019,彩妆香水,面部彩妆,粉底液,卡姿兰 Carslan,卡姿兰粉底液保湿遮瑕控油裸妆持久控油bb霜化妆师专用独角兽正品,572888955263,6522,606788,93
2019,彩妆香水,面部彩妆,粉底液,玛丽黛佳 Marie Dalgar,玛丽黛佳红参气垫粉底液霜遮瑕裸妆保湿持久旗舰店BB小蘑菇头正品,547867473334,4052,605268,149.4
2019,彩妆香水,面部彩妆,粉底液,瓷妆,瓷妆粉底液补水持妆保湿遮瑕膏控油皮干皮亲妈女学生平价官方正品,590937191158,8931,600105,67.2
2019,彩妆香水,面部彩妆,粉底液,妙巴黎 Bourjois,妙巴黎果然粉底液果疗控油女保湿遮瑕裸妆油皮干皮不脱妆养肤美白,584191191330,8541,598132,70
2019,彩妆香水,面部彩妆,粉底液,marcheur,【直营】日本Marcheur进口马车粉底液养肤 保湿遮瑕 25g,557466196104,2794,594128,212.6
2019,彩妆香水,面部彩妆,粉底液,妙巴黎 Bourjois,bourjois/妙巴黎果疗美肌粉底液果然水果保湿持久遮瑕法国正品,580272908827,9257,593744,64.1
2019,彩妆香水,面部彩妆,粉底液,Mu Make You Up,M&U 粉底液女学生平价 提亮遮瑕保湿持久养肤干皮强遮盖斑点cc霜,596038990852,12314,592112,48.1
2019,彩妆香水,面部彩妆,粉底液,兰可欣 Lcosin,兰可欣粉底液遮瑕水润补水干油皮亲妈控油学生平价专用少女男大瓶,571552380550,29770,588708,19.8
2019,彩妆香水,面部彩妆,粉底液,爱敬 露娜 Aekyung Luna,韩国爱敬气垫LUNA露娜水润精华爆水气垫BB粉底霜膏液BB霜遮瑕持妆,548923567449,3533,587278,166.2
2019,彩妆香水,面部彩妆,粉底液,尚惠 Suhu,SUHU/尚惠鱼子酱精华粉底液保湿遮瑕 持久控油不脱妆BB霜自然裸妆,563047018177,2612,584266,223.7
2019,彩妆香水,面部彩妆,粉底液,Blank Me,Blank ME 小银盒 防晒bb霜遮瑕保湿持久裸妆隔离 气垫粉底霜,598805194763,2210,579580,262.3
2019,彩妆香水,面部彩妆,粉底液,深蓝彩妆 Bleunuit,深蓝彩妆无瑕修颜粉底膏霜持久遮瑕保湿控油底妆化妆师专用 正品,524556820670,10420,574478,55.1
2019,彩妆香水,面部彩妆,粉底液,芭比波朗 Bobbi Brown,BOBBI BROWN芭比波朗弹润滋养光泽粉底液 遮瑕持妆保湿补水,559886187693,794,571680,720
2019,彩妆香水,面部彩妆,粉底液,莎琪丽 Sakinre,莎琪丽小蘑菇气垫bb霜粉底液保湿遮瑕定妆裸妆持久粉底液女学生,578849972329,8161,569284,69.8
2019,彩妆香水,面部彩妆,粉底液,茵芙莎 Ipsa,IPSA茵芙莎 光透恒美粉底液遮瑕保湿提亮肤色防晒光感水润控油,529684426515,1624,568400,350
2019,彩妆香水,面部彩妆,粉底液,膜膜皇后 Momo Queen,网红黑金光感遮瑕气垫cc棒 提亮肤色保湿防水粉底液女补水正品,584605127345,6704,566814,84.5
2019,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,【双11预售】ARMANI/阿玛尼金色限定版红气垫持久高度遮瑕正品,603784832508,897,565110,630
2019,彩妆香水,面部彩妆,粉底液,KAKAPARK,KAKAPARK提亮液 持久保湿防水遮瑕白皙提亮肤色粉底液妆前乳裸妆,564168017158,9460,564293,59.7
2019,彩妆香水,面部彩妆,粉底液,VNC,vnc轻薄粉底液持久遮瑕水润保湿无暇干皮油皮控油bb霜女学生平价,600758749519,10374,562568,54.2
2019,彩妆香水,面部彩妆,粉底液,尚智色彩 Cyber Colors,韩国CYBER COLORS润色水滢气垫粉底CC霜15g*2调色提亮修颜水光肌,559014153730,2799,561931,200.8
2019,彩妆香水,面部彩妆,粉底液,Physicians Formula,颜九的店pf粉底液新版养肤型bb霜奶油肌控油遮瑕保湿持久干皮女,605147637984,4011,557529,139
2019,彩妆香水,面部彩妆,粉底液,自然堂 Chando,自然堂无瑕持妆冰肌粉底液女 遮瑕保湿旗舰店正品专柜（干皮亲妈,584869134671,5991,555543,92.7
2019,彩妆香水,面部彩妆,粉底液,奢·悦 S.yue,奢悦湿粉膏水润遮瑕隔离膏保湿气垫bb霜女粉底膏提亮cc霜官网正品,562949323918,3290,551414,167.6
2019,彩妆香水,面部彩妆,粉底液,透蜜,【 双11预售】透蜜隔离霜*2+粉底液*2+美妆蛋*1,604055931796,4596,551060,119.9
2019,彩妆香水,面部彩妆,粉底液,沪美,沪美蘑菇头气垫网红遮瑕保湿水光感提亮肤色气垫bb霜粉底液正品,589454040649,9875,551022,55.8
2019,彩妆香水,面部彩妆,粉底液,妙巴黎 Bourjois,【立即抢购】妙巴黎果然矿物美肌粉底液30ml保湿水润轻薄持妆遮瑕,590686541490,7526,546382,72.6
2019,彩妆香水,面部彩妆,粉底液,露华浓 Revlon,Revlon露华浓24h不脱妆粉底液持久不脱色控油遮瑕美国正品30ml,565854366545,9259,546281,59
2019,彩妆香水,面部彩妆,粉底液,雪花秀 Sulwhasoo,雪花秀致美臻妍气垫粉底液 15g含替换芯 气垫bb霜 美白防晒,564906389747,825,544500,660
2019,彩妆香水,面部彩妆,粉底液,Addiction,ADDICTION晴瘾防晒粉底液30ml SPF50 水润轻薄遮瑕 高倍防晒粉底,560579547545,1851,543691,293.7
2019,彩妆香水,面部彩妆,粉底液,自然堂 Chando,自然堂无暇持妆冰肌粉底液女滋润型正品专柜学生保湿遮瑕裸妆持久,573802072408,5083,541984,106.6
2019,彩妆香水,面部彩妆,粉底液,卡婷 Catkin,卡婷长相思粉底霜液膏持久保湿控油遮瑕裸妆轻薄不易脱妆bb女正品,583147101255,6147,538495,87.6
2019,彩妆香水,面部彩妆,粉底液,兰芝 Laneige,【官方正品】兰芝水光粉底液遮瑕保湿清爽控油 提亮肤色,16252690986,1821,537195,295
2019,彩妆香水,面部彩妆,粉底液,欧诗漫 Osm,欧诗漫气垫遮瑕保湿持久bb霜女控油不脱妆焕亮粉底液裸妆正品cc霜,580047540388,12593,535058,42.5
2019,彩妆香水,面部彩妆,粉底液,自然堂 Chando,自然堂无瑕持妆冰肌粉底液 清爽型 裸妆轻薄通透持久遮瑕不脱妆,574290031534,4621,531621,115
2019,彩妆香水,面部彩妆,粉底液,香缇卡 Chantecaille,官方正品Chantecaille香缇卡未来肌肤粉底霜30g无瑕裸妆清爽无油,572994614465,640,531200,830
2019,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,[双12预售]欧莱雅红帽子粉底液24小时遮瑕保湿持久轻薄控油bb霜女,608676733306,2295,527660,229.9
2019,彩妆香水,面部彩妆,粉底液,菲洛嘉 Filorga,Filorga菲洛嘉双效养肤粉底液30ml 遮瑕保湿持久持妆粉底液裸妆,590824466983,1814,527547,290.8
2019,彩妆香水,面部彩妆,粉底液,REC,REC水水精华粉底霜水炸弹保湿遮瑕二合一持久提亮肤色CCBB霜底妆,592645848908,3322,520043,156.5
2019,彩妆香水,面部彩妆,粉底液,俏美人,俏美人粉底液女遮瑕粉底膏粉底霜保湿干皮油皮亲妈化妆师专用大瓶,582882365685,7948,516125,64.9
